Route ID,Driver ID,Manifest,Delivery Duration (hours),Date,Fuel Price per Gallon (USD),Actual Distance (miles),Planned Distance (miles),Weather Conditions,Driver Ratings,Customer Satisfaction,Delays (hours),Warehouse Storage Costs (USD),Truck Maintenance Costs (USD),Load Type,Load Weight (tons),Route Type,Truck Type,Driver Experience,Delivery Window,Truck Condition,Labor Costs (USD),Fuel Type,Toll Costs (USD),Parking Costs (USD),Time Idling (hours),Miles per Gallon,Calculated Fuel Cost (USD),Idle Cost (USD),Fuel Cost Per Mile,Total Operational Cost (USD),Weather Severity,Weather Severity Score,Cost per Mile,Cost per Ton-Mile,Delivery Efficiency,Route Length,Severe Weather,Weather Severity Index,Fuel Cost per Mile,Performance Score,Driver Consistency Score,Traffic Conditions_Heavy,Traffic Conditions_Light,Traffic Conditions_Moderate,Traffic Conditions_Severe,On-Time Delivery,Driver Experience Level,Experience on Long Routes
SLC/BNA,TZ8385,9066670,2.24,2023-06-04,4.0,963.83,2184.69,Clear,2.41,2,0.67,108.18,1915.26,Fragile,16.64,Suburban,Semi,Intermediate,Overnight,2,117.1,Gasoline,31.38,27.07,0.12,7.7,500.77,0.23,0.52,2582.89,,,0.5195625784630069,0.16104681822281136,430.28125,Long,0,0,0.5195625784630069,0.7881246928510861,0.67,False,True,False,False,1,2,2
JFK/BOI,LU4058,3684999,3.65,2023-09-25,3.5,1996.45,1716.37,Light Rain,4.79,2,4.52,135.37,1276.42,Oversized,9.38,Interstate,Flatbed,Junior,Overnight,5,33.41,Gasoline,2.27,4.92,1.79,6.3,1108.42,3.13,0.56,2530.52,,,0.5551954719627339,0.13512897973860957,546.9726027397261,Long,0,1,0.5551954719627339,0.2329731838290693,4.52,False,False,False,True,0,1,1
CLE/LAX,LZ5548,6567769,8.8,2023-03-18,3.5,1377.2,1848.63,Snow,1.39,2,2.21,66.24,943.79,Standard,8.9,Urban,Semi,Intermediate,Afternoon,4,75.53,Gasoline,40.55,28.82,1.92,7.17,672.1,3.36,0.49,1754.85,,,0.48801916932907347,0.14317031462632207,156.5,Long,0,3,0.48801916932907347,0.4187129926440956,2.21,False,False,False,True,0,2,2
STL/DTW,OP8244,8678894,4.58,2023-05-30,4.5,2073.18,2281.15,Clear,4.12,5,0.67,124.7,978.08,Oversized,3.56,Suburban,Box Truck,Senior,Morning,2,55.58,Gasoline,12.58,29.63,1.03,6.97,1338.7,2.31,0.65,2486.0,,,0.6457229955913139,0.33683259858843567,452.65938864628816,Long,0,0,0.6457229955913139,1.819268482040105,0.67,False,False,True,False,1,3,3
DCA/BOI,DN7727,8956243,6.4,2023-07-01,3.5,750.69,1659.53,Light Rain,3.57,2,0.2,177.95,1304.83,Standard,11.37,Suburban,Semi,Senior,Evening,5,132.32,Gasoline,19.96,14.92,1.87,6.41,410.08,3.28,0.55,1931.01,,,0.5462707642302415,0.2262368928413476,117.29531250000001,Long,0,1,0.5462707642302415,1.077862108772625,0.2,True,False,False,False,1,3,3
DFW/MCO,JR7896,4186342,1.03,2023-11-20,4.0,1845.84,1542.32,Light Rain,3.08,3,4.93,158.15,838.82,Perishable,6.34,Suburban,Semi,Senior,Afternoon,4,139.29,Gasoline,37.28,0.39,0.25,6.47,1140.81,0.5,0.62,2175.96,,,0.6180438174489663,0.18593776083890098,1792.0776699029125,Long,0,1,0.6180438174489663,0.31266285052802,4.93,False,True,False,False,0,3,3
SFO/BOI,YV7665,8152462,4.57,2023-12-27,4.0,2875.96,2580.41,Light Rain,4.29,4,3.68,142.38,1899.61,Standard,2.57,Suburban,Flatbed,Intermediate,Overnight,4,137.25,Gasoline,35.27,23.39,0.71,7.08,1625.41,1.43,0.57,3727.48,,,0.5651712819371618,0.504312063782945,629.3129102844639,Long,0,1,0.5651712819371618,0.5460749660848742,3.68,False,False,True,False,0,2,2
JFK/DEN,KJ4879,3529619,1.09,2023-10-01,3.5,2605.31,447.22,Heavy Rain,2.42,5,4.12,65.13,1677.9,Standard,13.87,Urban,Flatbed,Senior,Overnight,1,31.91,Gasoline,48.91,14.37,0.1,6.4,1423.86,0.17,0.55,3230.33,,,0.5465222948516683,0.08939454601808364,2390.1926605504586,Long,0,2,0.5465222948516683,0.631457110738688,4.12,False,False,True,False,0,3,3
BOI/ATL,RV2231,7894607,2.21,2023-05-20,3.5,736.46,728.21,Clear,4.11,4,0.51,178.12,1965.79,Oversized,6.65,Interstate,Semi,Intermediate,Overnight,2,68.98,Diesel,38.65,2.66,0.8,7.61,338.53,1.41,0.46,2525.14,,,0.4596719441653314,0.5156020703797621,333.2398190045249,Long,0,0,0.4596719441653314,1.8147958745835246,0.51,False,False,False,True,1,2,2
DFW/SFO,RD9854,7154804,2.05,2023-12-19,4.5,1638.69,979.03,Clear,1.04,5,1.22,135.19,692.87,Fragile,10.24,Interstate,Flatbed,Senior,Overnight,5,57.06,Gasoline,34.94,11.3,1.15,6.63,1111.82,2.59,0.68,1988.71,,,0.6784809817598203,0.11851537565830023,799.3609756097562,Long,0,0,0.6784809817598203,1.341839601835021,1.22,True,False,False,False,0,3,3
DCA/DTW,DV7400,2464983,2.36,2023-03-22,4.0,2813.35,417.78,Light Rain,1.77,5,2.86,68.62,1967.12,Standard,15.45,Interstate,Flatbed,Senior,Overnight,1,88.83,Gasoline,38.21,15.91,0.33,6.84,1646.4,0.65,0.59,3736.92,,,0.5852098032594594,0.0859728951819696,1192.0974576271187,Long,0,1,0.5852098032594594,0.8171390215360362,2.86,False,False,True,False,0,3,3
LAS/DCA,XI4906,3233351,8.68,2023-06-03,4.5,2991.92,2834.47,Fog,3.67,2,4.32,110.1,756.75,Perishable,13.75,Urban,Semi,Junior,Evening,2,62.27,Diesel,39.32,12.41,0.29,7.02,1917.75,0.66,0.64,2836.98,,,0.6409763630043583,0.06896100770803303,344.6912442396314,Long,0,2,0.6409763630043583,0.22909522531803933,4.32,False,False,True,False,0,1,1
CLT/JFK,FS2442,5015768,7.61,2023-11-14,3.5,2272.81,232.31,Fog,3.64,1,0.48,78.27,1986.13,Fragile,16.35,Suburban,Flatbed,Intermediate,Overnight,2,51.98,Gasoline,31.64,1.46,0.96,6.41,1240.77,1.67,0.55,3339.94,,,0.5459189285510008,0.08987890577786027,298.6609724047306,Long,0,2,0.5459189285510008,0.4370705754337263,0.48,False,False,True,False,1,2,2
CMH/DEN,RH9691,5299589,4.75,2023-02-01,3.5,1963.16,1415.87,Snow,4.52,1,1.47,156.58,827.18,Fragile,19.12,Suburban,Flatbed,Junior,Overnight,2,35.85,Gasoline,16.15,8.79,0.01,7.76,885.3,0.02,0.45,1894.03,,,0.45095662095804717,0.05045953791006064,413.2968421052632,Long,0,3,0.45095662095804717,0.2790285345180198,1.47,False,False,True,False,0,1,1
ORD/CMH,WF9045,6195268,4.07,2023-07-11,3.5,2281.92,1920.57,Fog,3.33,2,4.14,198.72,929.01,Standard,7.16,Urban,Flatbed,Senior,Overnight,4,30.79,Gasoline,48.91,27.39,0.05,7.92,1008.03,0.09,0.44,2212.15,,,0.4417464240639461,0.13539453495595985,560.6683046683047,Long,0,2,0.4417464240639461,0.2698845316147638,4.14,False,False,False,True,0,3,3
PHX/MSP,ND7221,3794685,9.05,2023-06-04,4.5,2519.91,1395.93,Light Rain,2.84,4,2.88,143.46,1364.17,Perishable,13.54,Urban,Box Truck,Intermediate,Overnight,4,48.18,Diesel,12.91,16.78,0.52,6.22,1823.42,1.16,0.72,3361.9,,,0.7236052081225124,0.0985328618363413,278.4430939226519,Long,0,1,0.7236052081225124,0.598122951934286,2.88,True,False,False,False,0,2,2
DCA/SAN,LM7177,5711767,5.21,2023-05-06,3.5,1056.79,2103.9,Light Rain,4.31,3,4.36,126.98,1940.22,Oversized,1.21,Urban,Flatbed,Senior,Afternoon,1,196.68,Diesel,30.89,19.83,0.76,7.79,474.96,1.33,0.45,2594.2,,,0.44943650110239497,2.028754002355019,202.8387715930902,Long,0,1,0.44943650110239497,0.38615109534748315,4.36,False,True,False,False,0,3,3
MIA/MCO,IO1777,7477570,9.29,2023-03-07,4.0,2696.24,716.75,Snow,1.81,1,4.95,189.13,634.16,Perishable,1.9,Interstate,Box Truck,Junior,Evening,5,97.43,Gasoline,14.15,18.36,1.88,6.17,1748.71,3.76,0.65,2608.27,,,0.6485735691184762,0.5091437276394262,290.2303552206674,Long,0,3,0.6485735691184762,0.1019470589842254,4.95,False,False,True,False,0,1,1
DCA/SFO,OX6966,3913632,7.68,2023-04-25,3.5,2334.62,1228.1,Fog,2.88,5,2.26,186.76,753.99,Fragile,3.99,Urban,Flatbed,Junior,Morning,4,101.73,Gasoline,47.51,21.39,0.42,7.47,1094.13,0.73,0.47,2104.51,,,0.46865442770129623,0.22592375431043193,303.9869791666667,Long,0,2,0.46865442770129623,1.0443180521975626,2.26,True,False,False,False,0,1,1
BNA/BOS,HJ7268,5512806,8.71,2023-02-27,4.0,267.48,710.44,Fog,3.65,3,2.69,136.42,1325.08,Oversized,18.76,Urban,Semi,Senior,Overnight,4,70.79,Diesel,3.84,21.73,0.01,6.33,168.99,0.02,0.63,1656.09,,,0.6317855540601166,0.3300348383060662,30.709529276693456,Medium,0,2,0.6317855540601166,0.49823221443431703,2.69,True,False,False,False,0,3,0
ORD/LAS,IV6314,5433315,1.12,2023-06-28,4.5,2228.38,2053.75,Clear,3.88,5,0.71,52.49,1368.03,Fragile,13.16,Suburban,Box Truck,Intermediate,Afternoon,2,44.56,Gasoline,14.92,0.01,0.41,7.27,1378.94,0.92,0.62,2815.31,,,0.6188082822498856,0.09600217705552504,1989.625,Long,0,0,0.6188082822498856,1.8062525626093735,0.71,False,False,True,False,1,2,2
DFW/IAH,GG4549,4073500,9.59,2023-09-26,4.5,2584.2,2302.51,Fog,1.75,2,0.85,50.55,1920.85,Perishable,6.17,Interstate,Box Truck,Senior,Afternoon,4,51.36,Diesel,27.84,4.78,1.17,7.48,1554.76,2.62,0.6,3561.4,,,0.6016407398808142,0.22336209181415,269.4681960375391,Long,0,2,0.6016407398808142,0.6749835054529952,0.85,False,False,True,False,1,3,3
DTW/DEN,PT3046,3334459,3.43,2023-06-19,3.5,1731.14,2438.23,Snow,2.14,1,4.52,161.07,1888.44,Standard,17.94,Interstate,Box Truck,Intermediate,Evening,2,94.57,Gasoline,10.52,0.7,1.93,7.1,853.18,3.37,0.49,2917.28,,,0.4928428665503656,0.09393414452960537,504.70553935860056,Long,0,3,0.4928428665503656,0.12135196834779739,4.52,True,False,False,False,0,2,2
SEA/CLT,PE3703,3345306,8.18,2023-12-17,4.5,2117.29,2444.97,Heavy Rain,4.51,5,1.02,112.14,742.84,Oversized,7.36,Interstate,Box Truck,Junior,Morning,5,81.43,Gasoline,5.03,21.59,0.99,7.36,1294.3,2.23,0.61,2178.14,,,0.6113002942440573,0.13977439783053275,258.8374083129584,Long,0,2,0.6113002942440573,1.5361801481664468,1.02,False,False,False,True,0,1,1
MCO/DTW,ZS9930,5418467,7.0,2023-09-09,3.5,2122.97,1183.45,Light Rain,3.36,3,0.54,88.98,850.17,Oversized,10.68,Interstate,Flatbed,Junior,Afternoon,5,47.06,Gasoline,28.0,9.86,0.29,6.6,1125.14,0.51,0.53,2102.65,,,0.5299839375968574,0.09273675126071967,303.28142857142853,Long,0,1,0.5299839375968574,1.2732499343174473,0.54,False,False,False,True,1,1,1
SFO/MSP,BG6946,8848670,3.72,2023-09-09,4.5,2563.71,834.16,Fog,3.5,4,2.03,162.17,1861.92,Fragile,18.8,Suburban,Box Truck,Senior,Overnight,1,141.32,Diesel,37.51,14.55,1.37,6.97,1654.62,3.08,0.65,3733.86,,,0.6454006108335185,0.0774695946374922,689.1693548387096,Long,0,2,0.6454006108335185,0.8023164720551396,2.03,False,False,True,False,0,3,3
SFO/CLT,QA6865,9152082,1.7,2023-09-16,3.5,557.01,1124.02,Heavy Rain,1.54,5,3.87,59.23,1460.07,Oversized,12.91,Urban,Flatbed,Intermediate,Overnight,1,92.39,Gasoline,18.72,12.44,0.26,6.21,314.18,0.45,0.56,1865.09,,,0.5640473241054919,0.2593645158431462,327.6529411764706,Long,0,2,0.5640473241054919,0.6564341304453327,3.87,False,True,False,False,0,2,2
JFK/BNA,LU4845,2113395,8.28,2023-11-01,3.5,1444.41,1264.01,Heavy Rain,2.96,4,4.66,190.77,859.31,Perishable,5.06,Suburban,Flatbed,Intermediate,Morning,3,198.95,Gasoline,12.17,1.62,0.9,6.87,735.42,1.57,0.51,1800.86,,,0.5091490643238415,0.24639900427908348,174.44565217391306,Long,0,2,0.5091490643238415,0.4682862664963872,4.66,False,True,False,False,0,2,2
STL/ORD,LE4805,6560723,9.46,2023-06-04,4.0,1007.61,1944.8,Clear,1.76,3,3.74,118.62,1522.45,Fragile,8.41,Interstate,Box Truck,Junior,Morning,2,43.91,Diesel,32.94,24.51,0.58,7.7,523.35,1.15,0.52,2223.01,,,0.5193973858933516,0.26233301554952776,106.51268498942916,Long,0,0,0.5193973858933516,0.4165542196407912,3.74,False,True,False,False,0,1,1
IAH/CLT,TG9496,4184764,5.37,2023-02-22,4.5,772.11,491.17,Fog,2.84,3,1.17,130.16,592.75,Oversized,14.54,Suburban,Flatbed,Intermediate,Evening,3,123.85,Diesel,5.98,14.62,0.92,6.2,560.74,2.06,0.73,1306.32,,,0.7262436699434018,0.1163606107895232,143.78212290502793,Long,0,2,0.7262436699434018,0.8008651984270565,1.17,True,False,False,False,0,2,2
LAS/ORD,JM7887,1239047,1.34,2023-06-05,4.5,359.32,2462.35,Clear,4.58,1,2.88,79.19,1466.97,Fragile,18.25,Interstate,Flatbed,Intermediate,Morning,4,161.01,Gasoline,42.83,21.11,0.82,7.8,207.29,1.84,0.58,1819.23,,,0.5768952465768674,0.2774235656697049,268.14925373134326,Long,0,0,0.5768952465768674,0.16344266324752552,2.88,False,False,True,False,0,2,2
SLC/ATL,HI7954,5868662,7.58,2023-06-03,3.5,2990.3,1014.8,Fog,3.57,1,4.95,190.21,1073.93,Oversized,15.76,Urban,Semi,Junior,Afternoon,1,128.76,Gasoline,44.72,9.77,1.9,7.07,1480.44,3.32,0.5,2802.4,,,0.49508076112764604,0.05946468878816464,394.4986807387863,Long,0,2,0.49508076112764604,0.1124134770913604,4.95,False,False,False,True,0,1,1
BOI/ORD,UL3444,5800466,7.78,2023-06-03,4.0,422.77,651.35,Light Rain,4.66,4,3.51,147.71,1858.51,Perishable,14.52,Interstate,Semi,Senior,Overnight,5,168.4,Gasoline,44.89,16.11,1.68,6.23,271.65,3.36,0.64,2342.22,,,0.6425479575182723,0.38155478713099766,54.340616966580974,Long,0,1,0.6425479575182723,0.5399647273792464,3.51,False,False,False,True,0,3,3
MSP/SFO,FF4587,7773303,9.19,2023-05-19,3.5,1180.27,1385.68,Snow,1.93,1,0.71,141.32,1361.21,Fragile,19.35,Suburban,Box Truck,Junior,Afternoon,1,162.6,Diesel,5.99,3.8,1.06,6.9,598.5,1.85,0.51,2112.68,,,0.507087361366467,0.0925063154537254,128.4298150163221,Long,0,3,0.507087361366467,0.38803014120375645,0.71,False,False,True,False,1,1,1
SFO/CMH,LW6934,8409371,9.88,2023-08-28,4.0,188.98,1630.34,Fog,3.63,5,0.96,141.97,1419.64,Oversized,17.5,Suburban,Flatbed,Junior,Overnight,3,103.75,Diesel,14.8,22.0,1.44,7.1,106.42,2.88,0.56,1707.71,,,0.5631283733728437,0.5163690791164599,19.12753036437247,Medium,0,2,0.5631283733728437,1.631996739115416,0.96,False,False,True,False,1,1,0
BOI/DCA,XW4389,5517088,8.84,2023-05-13,3.5,1409.06,2077.33,Light Rain,1.27,5,1.4,102.08,1796.87,Standard,17.88,Suburban,Flatbed,Intermediate,Evening,2,131.4,Gasoline,45.45,5.99,1.41,7.14,690.25,2.47,0.49,2643.11,,,0.48986558414829745,0.10491032608376392,159.39592760180994,Long,0,1,0.48986558414829745,1.3983364375278862,1.4,False,False,False,True,0,2,2
DFW/SAN,VB1509,7490284,6.69,2023-10-21,3.5,2217.94,477.11,Light Rain,4.02,3,3.0,193.53,987.1,Perishable,2.81,Suburban,Box Truck,Junior,Evening,3,125.52,Diesel,39.57,22.25,1.77,6.4,1213.35,3.11,0.55,2458.91,,,0.5470616878725303,0.3945358934424643,331.53064275037366,Long,0,1,0.5470616878725303,0.48478997694744547,3.0,False,True,False,False,0,1,1
MCO/ORD,WT7390,3370360,5.48,2023-03-26,3.5,1521.49,2907.23,Clear,1.68,5,3.55,137.35,1174.44,Fragile,10.63,Suburban,Box Truck,Intermediate,Afternoon,5,62.58,Diesel,0.07,8.6,0.51,6.55,813.53,0.89,0.53,2134.88,,,0.5346929654483433,0.13199914004682256,277.6441605839416,Long,0,0,0.5346929654483433,0.7160397054273768,3.55,False,False,True,False,0,2,2
BOS/SEA,NP1250,4364710,4.98,2023-05-15,3.5,1619.29,137.99,Clear,3.4,3,1.1,53.23,1414.63,Fragile,11.88,Suburban,Semi,Junior,Afternoon,5,105.73,Gasoline,25.71,29.29,1.27,7.84,723.16,2.22,0.45,2248.25,,,0.44659078979058725,0.11687013011667645,325.15863453815257,Long,0,0,0.44659078979058725,0.9875435670223178,1.1,False,True,False,False,0,1,1
ORD/DTW,GQ7857,3441445,2.31,2023-08-20,3.5,2996.17,1214.13,Clear,1.49,3,2.55,103.59,1348.83,Oversized,17.9,Urban,Semi,Intermediate,Evening,5,131.28,Gasoline,35.27,0.79,1.79,6.92,1515.2,3.12,0.51,3006.81,,,0.5057122926936722,0.05606431286959778,1297.04329004329,Long,0,0,0.5057122926936722,0.5612429589874747,2.55,False,False,False,True,0,2,2
JFK/CLE,WU2924,4457598,7.27,2023-11-13,3.5,135.12,2611.1,Clear,2.77,2,3.98,106.42,1189.44,Fragile,3.32,Suburban,Flatbed,Intermediate,Morning,1,140.55,Diesel,35.31,6.23,1.9,7.09,66.73,3.33,0.49,1407.45,,,0.4938573120189461,3.1374387425367547,18.585969738651997,Medium,0,0,0.4938573120189461,0.26883854466665275,3.98,False,True,False,False,0,2,0
DTW/ATL,KC5934,4019659,4.0,2023-07-26,4.5,539.16,768.91,Light Rain,3.99,2,3.24,126.55,1515.1,Fragile,3.9,Urban,Flatbed,Senior,Evening,5,86.25,Diesel,7.87,26.91,0.64,6.15,394.65,1.43,0.73,2072.52,,,0.7319719563765859,0.9856357753085998,134.79,Long,0,1,0.7319719563765859,0.27234743118726623,3.24,False,True,False,False,0,3,3
CLE/BOI,VL3255,1324945,3.87,2023-07-28,4.5,2060.48,2919.4,Heavy Rain,1.7,2,3.11,62.99,1950.29,Standard,9.48,Suburban,Box Truck,Junior,Afternoon,1,168.16,Diesel,36.51,29.08,1.82,6.16,1506.1,4.1,0.73,3589.07,,,0.7309461872961639,0.18374062444505168,532.4237726098191,Long,0,2,0.7309461872961639,0.28112832648269964,3.11,False,False,True,False,0,1,1
ATL/DCA,HE8011,1518422,2.74,2023-11-02,4.0,271.99,2767.93,Fog,1.31,5,2.13,56.03,708.21,Oversized,2.77,Urban,Semi,Junior,Afternoon,3,199.44,Gasoline,25.37,6.82,0.04,6.45,168.6,0.09,0.62,965.11,,,0.6198757307253943,1.2809851923043996,99.26642335766422,Medium,0,2,0.6198757307253943,0.9861522456056055,2.13,False,False,True,False,0,1,0
SFO/DFW,VS5893,4989095,5.38,2023-05-17,4.5,163.9,2994.44,Snow,2.16,5,0.91,50.94,1782.24,Oversized,9.83,Interstate,Flatbed,Intermediate,Evening,3,23.98,Gasoline,13.97,5.59,0.78,6.27,117.69,1.76,0.72,1972.19,,,0.7180597925564368,1.2240982610417364,30.46468401486989,Medium,0,3,0.7180597925564368,1.5236961242339453,0.91,False,True,False,False,1,2,0
SAN/BOI,ER9006,8040039,3.45,2023-10-13,4.0,1873.47,2972.32,Snow,3.64,1,0.16,163.45,934.95,Perishable,8.85,Interstate,Semi,Junior,Afternoon,5,153.09,Diesel,2.15,12.32,0.67,7.35,1019.16,1.35,0.54,2133.37,,,0.5439959006549344,0.1286696648796868,543.0347826086957,Long,0,3,0.5439959006549344,0.5583363046181455,0.16,False,False,True,False,1,1,1
MSP/CLT,ZL6572,6079868,9.88,2023-07-23,4.5,959.07,315.21,Light Rain,3.06,4,2.02,75.36,1074.74,Fragile,10.17,Urban,Box Truck,Junior,Evening,5,84.29,Gasoline,26.22,15.61,0.97,7.23,596.87,2.19,0.62,1790.98,,,0.6223424776085166,0.18361978596132422,97.07186234817813,Long,0,1,0.6223424776085166,0.8164141231207354,2.02,False,False,False,True,0,1,1
JFK/PHX,NH5045,5616195,4.91,2023-01-18,4.5,2575.54,2821.34,Light Rain,1.82,4,3.13,86.75,1748.45,Oversized,3.68,Urban,Semi,Senior,Morning,1,134.87,Diesel,31.32,23.92,0.57,7.23,1603.85,1.28,0.62,3495.57,,,0.6227237783144506,0.3688093185017174,524.5498981670061,Long,0,1,0.6227237783144506,0.5968501943240938,3.13,False,False,True,False,0,3,3
MSP/SAN,XE4056,7046147,1.1,2023-10-22,4.0,2199.13,1190.69,Clear,3.38,4,2.27,126.44,1048.01,Standard,8.41,Suburban,Box Truck,Junior,Overnight,2,147.67,Gasoline,11.81,4.64,0.5,6.16,1427.98,1.01,0.65,2619.89,,,0.6493386020835512,0.14165638618964618,1999.209090909091,Long,0,0,0.6493386020835512,0.741655830202961,2.27,False,False,True,False,0,1,1
CLT/BOI,QA5781,3200945,4.79,2023-01-07,3.5,682.6,2685.12,Snow,4.77,5,2.53,173.76,1707.21,Perishable,7.94,Interstate,Flatbed,Senior,Morning,3,163.43,Gasoline,39.24,25.52,0.01,6.68,357.85,0.02,0.52,2303.59,,,0.5242455317902139,0.4250288384684135,142.50521920668058,Long,0,3,0.5242455317902139,0.9292666866061032,2.53,False,False,True,False,0,3,3
BOI/IAH,CV1754,1335770,4.78,2023-11-28,4.5,1356.0,2972.88,Snow,4.69,4,0.66,185.58,944.76,Oversized,4.13,Urban,Flatbed,Intermediate,Afternoon,4,104.74,Gasoline,46.48,5.21,1.36,7.76,786.55,3.06,0.58,1971.65,,,0.580051622418879,0.3520627540051569,283.6820083682008,Long,0,3,0.580051622418879,1.5250378658692083,0.66,False,True,False,False,1,2,2
MCO/LAX,AU1915,3571274,3.28,2023-07-10,3.5,831.73,1383.94,Heavy Rain,3.18,3,4.77,195.46,1891.71,Standard,7.14,Urban,Box Truck,Junior,Afternoon,5,151.51,Gasoline,38.58,22.16,1.57,6.06,480.48,2.75,0.58,2631.14,,,0.5776874706936145,0.44306085244144183,253.57621951219514,Long,0,2,0.5776874706936145,0.32955238953713467,4.77,True,False,False,False,0,1,1
SEA/SAN,FX2974,4195754,4.89,2023-02-09,4.0,1991.95,1434.07,Light Rain,1.3,1,2.07,105.84,1386.93,Standard,5.87,Interstate,Box Truck,Junior,Overnight,4,176.56,Diesel,17.64,6.35,1.46,6.56,1214.79,2.92,0.61,2734.47,,,0.609849644820402,0.23386036804954247,407.35173824130885,Long,0,1,0.609849644820402,0.2023374667757502,2.07,False,False,False,True,0,1,1
CLT/LAS,KJ3313,5360663,4.61,2023-12-23,4.5,1578.18,947.08,Light Rain,1.13,4,2.48,163.19,1715.07,Standard,0.76,Urban,Semi,Senior,Morning,1,51.98,Gasoline,33.27,22.98,0.47,7.94,894.05,1.06,0.57,2829.62,,,0.5665069890633514,2.3591632199915824,342.3383947939262,Long,0,1,0.5665069890633514,0.733750500560223,2.48,True,False,False,False,0,3,3
BOS/DTW,LD5098,1771424,7.48,2023-08-24,3.5,1859.55,2467.85,Clear,1.21,2,4.2,57.85,1342.47,Oversized,11.42,Interstate,Box Truck,Senior,Overnight,5,105.88,Gasoline,49.08,21.92,0.34,7.05,923.38,0.6,0.5,2395.3,,,0.49656099593987796,0.11279398754787907,248.60294117647058,Long,0,0,0.49656099593987796,0.25699947122692207,4.2,False,False,True,False,0,3,3
BOI/BOI,UK4595,5688479,4.59,2023-04-25,3.5,1724.15,1645.93,Light Rain,4.89,4,1.28,129.52,1144.36,Oversized,12.68,Interstate,Box Truck,Junior,Evening,1,157.48,Diesel,47.32,25.09,0.57,7.35,820.84,0.99,0.48,2168.11,,,0.47608386741292813,0.09917152977405498,375.63180827886714,Long,0,1,0.47608386741292813,1.1885408435410387,1.28,False,True,False,False,0,1,1
MIA/ATL,JX7468,6230329,3.12,2023-08-12,3.5,780.9,2029.83,Heavy Rain,1.64,1,3.44,79.86,1325.3,Fragile,2.28,Urban,Flatbed,Intermediate,Morning,2,22.33,Diesel,2.52,3.86,0.78,7.32,373.21,1.36,0.48,1786.1,,,0.4779229094634396,1.0031722281757667,250.28846153846152,Long,0,2,0.4779229094634396,0.15239308071013888,3.44,False,False,False,True,0,2,2
MCO/LAX,XG3383,9778899,5.46,2023-09-11,3.5,2362.11,2700.32,Heavy Rain,2.61,2,1.18,84.61,1108.78,Fragile,10.54,Interstate,Flatbed,Intermediate,Morning,3,127.67,Gasoline,7.53,12.82,1.33,6.37,1298.55,2.33,0.55,2514.62,,,0.5497415446359398,0.101002386691595,432.6208791208791,Long,0,2,0.5497415446359398,0.5919898036133957,1.18,False,False,False,True,0,2,2
MCO/ORD,GZ4711,7064522,7.89,2023-06-17,4.5,1483.77,372.81,Heavy Rain,4.93,4,0.84,99.53,589.75,Standard,1.96,Interstate,Box Truck,Senior,Evening,1,43.79,Gasoline,15.19,8.0,1.55,7.95,840.06,3.48,0.57,1556.03,,,0.5661659152024909,0.5350511582946529,188.05703422053233,Long,0,2,0.5661659152024909,1.3880477300498486,0.84,True,False,False,False,1,3,3
DFW/MIA,YZ2046,5563753,1.78,2023-06-18,3.5,990.41,1562.81,Snow,1.47,5,2.53,74.86,1457.93,Oversized,9.78,Interstate,Semi,Junior,Evening,1,26.13,Diesel,18.6,7.33,1.46,6.06,571.9,2.56,0.58,2133.17,,,0.5774376268414091,0.2202275238762638,556.4101123595506,Long,0,3,0.5774376268414091,0.8979312847615074,2.53,False,True,False,False,0,1,1
BOS/LAX,FY1443,2232720,8.63,2023-05-28,4.5,353.85,872.55,Fog,4.23,1,1.27,90.2,1207.51,Perishable,8.4,Urban,Box Truck,Junior,Morning,2,29.04,Diesel,8.9,8.9,0.93,7.6,209.62,2.1,0.59,1527.22,,,0.5923979087183835,0.5138106676894298,41.00231749710313,Long,0,2,0.5923979087183835,0.2766448209642438,1.27,True,False,False,False,0,1,1
JFK/IAH,SR8973,6712303,1.34,2023-07-03,3.5,1371.74,2879.44,Clear,3.81,2,4.53,60.19,1959.06,Standard,7.21,Suburban,Box Truck,Senior,Overnight,3,121.46,Diesel,4.91,22.69,0.48,7.4,648.45,0.84,0.47,2696.14,,,0.4727207779899981,0.2726059759851864,1023.686567164179,Long,0,0,0.4727207779899981,0.24557516822469216,4.53,False,False,False,True,0,3,3
MIA/DEN,DV7774,5901917,3.55,2023-12-17,4.0,1091.61,2844.33,Clear,3.46,3,1.27,171.85,848.98,Oversized,18.35,Interstate,Flatbed,Intermediate,Evening,5,33.53,Gasoline,26.05,29.85,0.85,7.93,550.35,1.7,0.5,1628.79,,,0.5041635749031248,0.08131328754790033,307.4957746478873,Long,0,0,0.5041635749031248,0.8786184728405066,1.27,False,False,False,True,0,2,2
CLE/DEN,GC9447,5487611,1.5,2023-08-20,3.5,105.01,1049.41,Fog,3.72,1,3.25,136.92,1875.95,Fragile,0.8,Urban,Box Truck,Intermediate,Evening,4,54.43,Diesel,36.5,16.44,0.86,6.8,54.07,1.51,0.51,2121.39,,,0.5149033425388058,25.25223788210646,70.00666666666667,Medium,0,2,0.5149033425388058,0.1553195580470056,3.25,False,False,True,False,0,2,0
